start_time,	pre_process,	bird_view,	sliding_windows,	draw_lane,	run_time
1546768722.08,	0.00204014778137,	0.00213980674744,	0.00814819335938,	0.00261998176575,	1546768722.1
1546768722.1,	0.00203204154968,	0.00652408599854,	0.00662899017334,	0.00326204299927,	1546768722.12
1546768722.13,	0.00295805931091,	0.00437712669373,	0.00987887382507,	0.00347805023193,	1546768722.15
1546768722.16,	0.00233101844788,	0.00274801254272,	0.00782990455627,	0.00400996208191,	1546768722.18
1546768722.19,	0.00249195098877,	0.00364398956299,	0.00828695297241,	0.00238609313965,	1546768722.21
1546768722.21,	0.00224685668945,	0.00223112106323,	0.00662088394165,	0.00470304489136,	1546768722.23
1546768722.24,	0.00207018852234,	0.00425696372986,	0.00792598724365,	0.00198698043823,	1546768722.25
1546768722.26,	0.00198984146118,	0.00211620330811,	0.00623893737793,	0.00486397743225,	1546768722.28
1546768722.28,	0.00197386741638,	0.00466895103455,	0.00889301300049,	0.00208806991577,	1546768722.3
1546768722.31,	0.0021960735321,	0.00199294090271,	0.00543713569641,	0.00429391860962,	1546768722.33
1546768722.33,	0.00249600410461,	0.00266695022583,	0.00685405731201,	0.00256395339966,	1546768722.35
1546768722.36,	0.0020740032196,	0.00275897979736,	0.00908994674683,	0.00251197814941,	1546768722.38
1546768722.39,	0.00227189064026,	0.00207805633545,	0.0133390426636,	0.00237488746643,	1546768722.41
1546768722.42,	0.0020580291748,	0.0037260055542,	0.00784492492676,	0.00312399864197,	1546768722.44
1546768722.45,	0.00290107727051,	0.00217700004578,	0.0132768154144,	0.00219321250916,	1546768722.47
1546768722.48,	0.00176191329956,	0.00245690345764,	0.00754809379578,	0.00526690483093,	1546768722.5
1546768722.5,	0.00323987007141,	0.00271105766296,	0.00678396224976,	0.00278306007385,	1546768722.52
1546768722.53,	0.00195598602295,	0.00236392021179,	0.00854110717773,	0.0046648979187,	1546768722.55
1546768722.56,	0.00208902359009,	0.00206708908081,	0.00949382781982,	0.00247311592102,	1546768722.57
1546768722.58,	0.00324678421021,	0.00290417671204,	0.0074508190155,	0.00479316711426,	1546768722.6
1546768722.6,	0.0029079914093,	0.00240087509155,	0.00938200950623,	0.00403308868408,	1546768722.62
1546768722.63,	0.00183391571045,	0.00199604034424,	0.00631594657898,	0.00420808792114,	1546768722.65
1546768722.66,	0.00240111351013,	0.00203108787537,	0.0100269317627,	0.00409388542175,	1546768722.68
1546768722.69,	0.00354504585266,	0.00228905677795,	0.00494790077209,	0.00220608711243,	1546768722.71
1546768722.72,	0.0022919178009,	0.00215101242065,	0.00658202171326,	0.00471091270447,	1546768722.73
1546768722.74,	0.00219106674194,	0.00198197364807,	0.0114641189575,	0.00235295295715,	1546768722.76
1546768722.77,	0.00228381156921,	0.00211811065674,	0.00735998153687,	0.00378799438477,	1546768722.78
1546768722.79,	0.00265002250671,	0.00255799293518,	0.00916695594788,	0.0023410320282,	1546768722.81
1546768722.82,	0.00203013420105,	0.00801587104797,	0.0076801776886,	0.00244092941284,	1546768722.84
1546768722.85,	0.00226783752441,	0.00244808197021,	0.00735902786255,	0.0036289691925,	1546768722.87
1546768722.88,	0.00324988365173,	0.00360298156738,	0.00558018684387,	0.00451993942261,	1546768722.89
1546768722.9,	0.00220704078674,	0.0217249393463,	0.00728297233582,	0.00487112998962,	1546768722.94
1546768722.95,	0.00246095657349,	0.00214695930481,	0.0081479549408,	0.00249409675598,	1546768722.96
1546768722.97,	0.00192785263062,	0.00228214263916,	0.00841403007507,	0.00296688079834,	1546768722.99
1546768723.0,	0.00220203399658,	0.00202107429504,	0.00829601287842,	0.0029149055481,	1546768723.01
1546768723.02,	0.00191593170166,	0.00251913070679,	0.0070629119873,	0.00389313697815,	1546768723.04
1546768723.05,	0.0022919178009,	0.00204610824585,	0.00760293006897,	0.00361299514771,	1546768723.07
1546768723.07,	0.00223183631897,	0.00489616394043,	0.00870990753174,	0.0020740032196,	1546768723.09
1546768723.1,	0.00186800956726,	0.00350594520569,	0.00869202613831,	0.0028510093689,	1546768723.12
1546768723.12,	0.00301384925842,	0.00266599655151,	0.0074942111969,	0.00509285926819,	1546768723.15
1546768723.15,	0.0024778842926,	0.00340414047241,	0.0095329284668,	0.00203013420105,	1546768723.17
1546768723.18,	0.00346899032593,	0.00237202644348,	0.0068941116333,	0.00408887863159,	1546768723.2
1546768723.21,	0.00403022766113,	0.00499796867371,	0.00561690330505,	0.00434112548828,	1546768723.23
1546768723.24,	0.00329685211182,	0.0026171207428,	0.00754904747009,	0.00203204154968,	1546768723.26
1546768723.26,	0.00354099273682,	0.00213384628296,	0.00529408454895,	0.00425696372986,	1546768723.28
1546768723.29,	0.00271701812744,	0.00330710411072,	0.00629091262817,	0.00347805023193,	1546768723.31
1546768723.31,	0.00212907791138,	0.00383400917053,	0.00699400901794,	0.00268697738647,	1546768723.33
1546768723.34,	0.00476288795471,	0.00234794616699,	0.00509905815125,	0.00280404090881,	1546768723.36
1546768723.36,	0.00185990333557,	0.00333404541016,	0.00838899612427,	0.00213098526001,	1546768723.38
1546768723.39,	0.00184893608093,	0.00406312942505,	0.00760006904602,	0.00367879867554,	1546768723.41
1546768723.42,	0.00182008743286,	0.00213503837585,	0.00722098350525,	0.0055570602417,	1546768723.44
1546768723.46,	0.00222301483154,	0.00295495986938,	0.00619506835938,	0.00773406028748,	1546768723.48
1546768723.48,	0.00199699401855,	0.00519108772278,	0.00663304328918,	0.00216794013977,	1546768723.5
1546768723.51,	0.00245594978333,	0.00368618965149,	0.00746989250183,	0.00386595726013,	1546768723.53
1546768723.54,	0.00274395942688,	0.00201797485352,	0.00508904457092,	0.00246095657349,	1546768723.55
1546768723.56,	0.00192499160767,	0.00257396697998,	0.00854897499084,	0.00246405601501,	1546768723.58
1546768723.59,	0.00184679031372,	0.00248908996582,	0.0056459903717,	0.00424408912659,	1546768723.61
1546768723.61,	0.00203204154968,	0.00378894805908,	0.00645899772644,	0.00313496589661,	1546768723.63
1546768723.64,	0.00333404541016,	0.00217509269714,	0.00564384460449,	0.00237107276917,	1546768723.65
1546768723.66,	0.00204586982727,	0.0100519657135,	0.0050630569458,	0.00562500953674,	1546768723.69
1546768723.7,	0.00204396247864,	0.00552797317505,	0.00756692886353,	0.0030779838562,	1546768723.72
1546768723.72,	0.00206899642944,	0.00543403625488,	0.00944995880127,	0.00313091278076,	1546768723.75
1546768723.75,	0.00193881988525,	0.00251412391663,	0.00446391105652,	0.00240612030029,	1546768723.77
1546768723.77,	0.00357007980347,	0.00302505493164,	0.00653195381165,	0.00284600257874,	1546768723.79
1546768723.8,	0.00285792350769,	0.00222301483154,	0.00680208206177,	0.00227904319763,	1546768723.82
1546768723.83,	0.00192093849182,	0.00372099876404,	0.00658392906189,	0.00468301773071,	1546768723.84
1546768723.85,	0.00249314308167,	0.00408387184143,	0.0076470375061,	0.0028121471405,	1546768723.87
1546768723.87,	0.00313997268677,	0.0022292137146,	0.00629782676697,	0.00563597679138,	1546768723.9
1546768723.9,	0.00342297554016,	0.00209403038025,	0.00671410560608,	0.00234699249268,	1546768723.92
1546768723.93,	0.00226187705994,	0.00199913978577,	0.00689792633057,	0.00412893295288,	1546768723.95
1546768723.96,	0.0020809173584,	0.0020010471344,	0.00904512405396,	0.00344395637512,	1546768723.97
1546768723.98,	0.00330495834351,	0.00313210487366,	0.00707483291626,	0.00475597381592,	1546768724.0
1546768724.01,	0.0024619102478,	0.00227499008179,	0.00975012779236,	0.00219297409058,	1546768724.03
1546768724.05,	0.00213408470154,	0.00530505180359,	0.00809979438782,	0.00278902053833,	1546768724.07
1546768724.07,	0.00290203094482,	0.00214314460754,	0.00465679168701,	0.00274109840393,	1546768724.09
1546768724.1,	0.00214099884033,	0.00198888778687,	0.00671911239624,	0.00543880462646,	1546768724.11
1546768724.12,	0.00256085395813,	0.00402116775513,	0.0051748752594,	0.00274109840393,	1546768724.14
1546768724.14,	0.00196981430054,	0.00215816497803,	0.0139780044556,	0.0041229724884,	1546768724.17
1546768724.18,	0.00254082679749,	0.00217914581299,	0.00635886192322,	0.00378608703613,	1546768724.2
1546768724.2,	0.00275301933289,	0.0021960735321,	0.0100998878479,	0.0044469833374,	1546768724.22
1546768724.23,	0.00319194793701,	0.0043580532074,	0.00434994697571,	0.00304007530212,	1546768724.25
1546768724.25,	0.00191402435303,	0.00324201583862,	0.00965785980225,	0.00224304199219,	1546768724.27
1546768724.28,	0.00185108184814,	0.00455808639526,	0.00436091423035,	0.00278115272522,	1546768724.3
1546768724.3,	0.00203394889832,	0.00209712982178,	0.00869297981262,	0.00262188911438,	1546768724.32
1546768724.33,	0.0028338432312,	0.00503301620483,	0.00647306442261,	0.00424695014954,	1546768724.35
1546768724.35,	0.00201296806335,	0.0039758682251,	0.00845813751221,	0.00217795372009,	1546768724.37
1546768724.38,	0.00201606750488,	0.00202894210815,	0.00967311859131,	0.00323891639709,	1546768724.4
1546768724.41,	0.00399708747864,	0.00218391418457,	0.00940608978271,	0.00280594825745,	1546768724.43
1546768724.44,	0.0039849281311,	0.0048840045929,	0.00647306442261,	0.00455403327942,	1546768724.46
1546768724.47,	0.00199007987976,	0.00491905212402,	0.0089418888092,	0.00271105766296,	1546768724.49
1546768724.5,	0.0020968914032,	0.00205111503601,	0.00759696960449,	0.00428199768066,	1546768724.52
1546768724.52,	0.00241184234619,	0.00532793998718,	0.0066511631012,	0.00229597091675,	1546768724.54
1546768724.55,	0.00213217735291,	0.00202083587646,	0.00966811180115,	0.00403690338135,	1546768724.57
1546768724.57,	0.0020170211792,	0.00690889358521,	0.00768995285034,	0.00233507156372,	1546768724.6
1546768724.6,	0.00233101844788,	0.0020170211792,	0.00753307342529,	0.00587892532349,	1546768724.62
1546768724.63,	0.00416779518127,	0.00373411178589,	0.00731801986694,	0.00580787658691,	1546768724.66
1546768724.67,	0.0033221244812,	0.00249600410461,	0.00988101959229,	0.00271391868591,	1546768724.69
1546768724.7,	0.00332617759705,	0.0020649433136,	0.0061149597168,	0.00512290000916,	1546768724.72
1546768724.73,	0.00300216674805,	0.00245690345764,	0.00827598571777,	0.00243902206421,	1546768724.75
1546768724.75,	0.00299692153931,	0.00200390815735,	0.00719904899597,	0.00273394584656,	1546768724.77
1546768724.77,	0.00183200836182,	0.00233697891235,	0.00990200042725,	0.00254797935486,	1546768724.79
1546768724.8,	0.00233602523804,	0.00316309928894,	0.00790286064148,	0.00287699699402,	1546768724.82
1546768724.82,	0.00346994400024,	0.00219297409058,	0.0077600479126,	0.00213599205017,	1546768724.84
1546768724.85,	0.00373697280884,	0.00209212303162,	0.00881600379944,	0.00294089317322,	1546768724.87
1546768724.88,	0.00186419487,	0.00202488899231,	0.010174036026,	0.00251698493958,	1546768724.89
1546768724.9,	0.00282287597656,	0.00216603279114,	0.0113101005554,	0.005450963974,	1546768724.93
1546768724.93,	0.00273013114929,	0.00496792793274,	0.00537896156311,	0.00445795059204,	1546768724.95
1546768724.96,	0.00194096565247,	0.00200390815735,	0.00846409797668,	0.00211691856384,	1546768724.97
1546768724.98,	0.00197005271912,	0.00241804122925,	0.00948095321655,	0.00366497039795,	1546768725.0
1546768725.04,	0.00193095207214,	0.00286197662354,	0.00654792785645,	0.00296998023987,	1546768725.05
1546768725.06,	0.00278186798096,	0.00213503837585,	0.00679802894592,	0.0027539730072,	1546768725.08
1546768725.08,	0.0028920173645,	0.00206613540649,	0.00731682777405,	0.00306105613708,	1546768725.1
1546768725.11,	0.00203084945679,	0.00594115257263,	0.00707292556763,	0.00373101234436,	1546768725.13
1546768725.13,	0.00203680992126,	0.00365614891052,	0.00850296020508,	0.00408697128296,	1546768725.16
1546768725.16,	0.00203990936279,	0.00198292732239,	0.00912404060364,	0.00460004806519,	1546768725.18
1546768725.2,	0.00226283073425,	0.00201821327209,	0.0105128288269,	0.00795006752014,	1546768725.22
1546768725.23,	0.00215911865234,	0.00654482841492,	0.00566816329956,	0.00470089912415,	1546768725.25
1546768725.25,	0.00205087661743,	0.00209307670593,	0.00969195365906,	0.00307393074036,	1546768725.27
1546768725.28,	0.00209498405457,	0.00200700759888,	0.00717401504517,	0.00562286376953,	1546768725.3
1546768725.31,	0.00214600563049,	0.00371193885803,	0.00771713256836,	0.0047299861908,	1546768725.33
1546768725.34,	0.00251698493958,	0.00219392776489,	0.00736713409424,	0.00224184989929,	1546768725.35
1546768725.36,	0.00355100631714,	0.00207901000977,	0.00539898872375,	0.0042130947113,	1546768725.37
1546768725.38,	0.00189590454102,	0.00204110145569,	0.00943279266357,	0.00309205055237,	1546768725.4
1546768725.4,	0.00218796730042,	0.010479927063,	0.007737159729,	0.00643587112427,	1546768725.43
1546768725.44,	0.0020010471344,	0.00230193138123,	0.010516166687,	0.00243282318115,	1546768725.46
1546768725.47,	0.00192403793335,	0.00202298164368,	0.0126550197601,	0.00248908996582,	1546768725.49
1546768725.49,	0.00193405151367,	0.00200986862183,	0.0063750743866,	0.00382304191589,	1546768725.51
1546768725.52,	0.00219488143921,	0.00249314308167,	0.00931191444397,	0.00289702415466,	1546768725.54
1546768725.54,	0.00182199478149,	0.00273704528809,	0.00957894325256,	0.00240397453308,	1546768725.56
1546768725.57,	0.00190591812134,	0.00261092185974,	0.00796723365784,	0.00223588943481,	1546768725.59
1546768725.59,	0.0028829574585,	0.00356817245483,	0.0058319568634,	0.00389003753662,	1546768725.61
1546768725.62,	0.00201201438904,	0.00227689743042,	0.00776410102844,	0.0022759437561,	1546768725.63
1546768725.64,	0.00217199325562,	0.00461888313293,	0.00567102432251,	0.00281500816345,	1546768725.66
1546768725.66,	0.00373005867004,	0.00218510627747,	0.0154309272766,	0.00249290466309,	1546768725.69
1546768725.7,	0.00228095054626,	0.00205087661743,	0.0094780921936,	0.00470495223999,	1546768725.72
1546768725.73,	0.00276684761047,	0.00266313552856,	0.00529003143311,	0.0032479763031,	1546768725.74
1546768725.75,	0.00244092941284,	0.0043740272522,	0.00537204742432,	0.00392389297485,	1546768725.77
1546768725.78,	0.00354886054993,	0.00419521331787,	0.00741600990295,	0.00276494026184,	1546768725.8
1546768725.8,	0.00189208984375,	0.00199794769287,	0.00759100914001,	0.00274300575256,	1546768725.82
1546768725.83,	0.0022439956665,	0.00278687477112,	0.00948405265808,	0.00281000137329,	1546768725.85
1546768725.85,	0.00215601921082,	0.00238800048828,	0.00815582275391,	0.00227999687195,	1546768725.87
1546768725.88,	0.00295400619507,	0.00307393074036,	0.00720405578613,	0.0030779838562,	1546768725.89
1546768725.91,	0.0036928653717,	0.00284790992737,	0.00555610656738,	0.00397896766663,	1546768725.93
1546768725.93,	0.00212907791138,	0.00437998771667,	0.00878500938416,	0.00548982620239,	1546768725.96
1546768725.96,	0.00210213661194,	0.00200796127319,	0.00877499580383,	0.0035560131073,	1546768725.98
1546768725.99,	0.00181603431702,	0.00200200080872,	0.00724196434021,	0.0034019947052,	1546768726.01
1546768726.01,	0.00219416618347,	0.00285601615906,	0.00637578964233,	0.00295400619507,	1546768726.03
1546768726.03,	0.00321817398071,	0.00267887115479,	0.00729203224182,	0.00458908081055,	1546768726.05
1546768726.06,	0.00199103355408,	0.00398802757263,	0.00860381126404,	0.00238418579102,	1546768726.08
1546768726.09,	0.00402998924255,	0.00209093093872,	0.00496602058411,	0.00624489784241,	1546768726.11
1546768726.11,	0.00276613235474,	0.00211191177368,	0.00785207748413,	0.00340294837952,	1546768726.13
1546768726.14,	0.00264382362366,	0.00208806991577,	0.00882005691528,	0.00392198562622,	1546768726.16
1546768726.17,	0.00249886512756,	0.00306010246277,	0.0105710029602,	0.00236296653748,	1546768726.2
1546768726.2,	0.00337886810303,	0.00224709510803,	0.00823998451233,	0.00256705284119,	1546768726.22
1546768726.23,	0.00190401077271,	0.00202894210815,	0.0114691257477,	0.00321197509766,	1546768726.25
1546768726.25,	0.0021960735321,	0.00218796730042,	0.00823497772217,	0.00278997421265,	1546768726.27
1546768726.28,	0.00221800804138,	0.00202989578247,	0.0107269287109,	0.00223708152771,	1546768726.3
1546768726.31,	0.00225901603699,	0.00201296806335,	0.00548386573792,	0.00424599647522,	1546768726.32
1546768726.33,	0.0021550655365,	0.00292897224426,	0.00788712501526,	0.00235486030579,	1546768726.35
1546768726.35,	0.00248384475708,	0.00355315208435,	0.00946187973022,	0.00294017791748,	1546768726.37
1546768726.38,	0.00225615501404,	0.0064480304718,	0.00536489486694,	0.00410008430481,	1546768726.4
1546768726.41,	0.00334000587463,	0.00669288635254,	0.0110070705414,	0.00241899490356,	1546768726.43
1546768726.44,	0.00185489654541,	0.00199604034424,	0.00821399688721,	0.00397300720215,	1546768726.46
1546768726.47,	0.00242805480957,	0.00359511375427,	0.0061399936676,	0.00286293029785,	1546768726.48
1546768726.49,	0.00203490257263,	0.00202608108521,	0.00978803634644,	0.00231099128723,	1546768726.51
1546768726.52,	0.0023558139801,	0.00314497947693,	0.00552415847778,	0.0043158531189,	1546768726.54
1546768726.55,	0.00990605354309,	0.0021538734436,	0.013916015625,	0.00262093544006,	1546768726.58
1546768726.59,	0.00298976898193,	0.00429010391235,	0.0059540271759,	0.00607109069824,	1546768726.61
1546768726.62,	0.0048041343689,	0.00326681137085,	0.00672316551208,	0.00455498695374,	1546768726.64
1546768726.65,	0.00192499160767,	0.0116209983826,	0.00729417800903,	0.00500392913818,	1546768726.68
1546768726.68,	0.00205993652344,	0.00323510169983,	0.016606092453,	0.00271487236023,	1546768726.71
1546768726.72,	0.00314402580261,	0.00207114219666,	0.00551700592041,	0.0037899017334,	1546768726.74
1546768726.75,	0.00255608558655,	0.0022509098053,	0.0102889537811,	0.00246715545654,	1546768726.77
1546768726.78,	0.00242400169373,	0.00199389457703,	0.008131980896,	0.00423407554626,	1546768726.8
1546768726.8,	0.00318098068237,	0.00244307518005,	0.0089008808136,	0.00280714035034,	1546768726.82
1546768726.83,	0.0020740032196,	0.00200486183167,	0.00775718688965,	0.00458598136902,	1546768726.84
1546768726.85,	0.00198197364807,	0.00205087661743,	0.00958609580994,	0.00241589546204,	1546768726.87
1546768726.87,	0.00287103652954,	0.00204491615295,	0.00655817985535,	0.0027289390564,	1546768726.89
1546768726.9,	0.0019359588623,	0.00204610824585,	0.00952386856079,	0.00298118591309,	1546768726.92
1546768726.93,	0.0021710395813,	0.00197100639343,	0.0144491195679,	0.00225782394409,	1546768726.95
1546768726.96,	0.00249195098877,	0.00202107429504,	0.00713586807251,	0.00315999984741,	1546768726.97
1546768726.98,	0.00233507156372,	0.00216484069824,	0.00972819328308,	0.00295901298523,	1546768727.0
1546768727.0,	0.00299382209778,	0.00343108177185,	0.00708103179932,	0.00433993339539,	1546768727.02
1546768727.03,	0.00192308425903,	0.00307011604309,	0.010410785675,	0.00214409828186,	1546768727.05
1546768727.06,	0.00391602516174,	0.00206398963928,	0.00602602958679,	0.00427985191345,	1546768727.08
1546768727.09,	0.00212979316711,	0.0034019947052,	0.00521922111511,	0.0042839050293,	1546768727.1
1546768727.11,	0.0028669834137,	0.00399708747864,	0.00565600395203,	0.00406694412231,	1546768727.13
1546768727.13,	0.0019998550415,	0.00808811187744,	0.0056529045105,	0.00224208831787,	1546768727.15
1546768727.17,	0.00263905525208,	0.00207686424255,	0.0127739906311,	0.00255608558655,	1546768727.19
1546768727.2,	0.00226187705994,	0.00417399406433,	0.00889492034912,	0.0023181438446,	1546768727.22
1546768727.22,	0.00304388999939,	0.00216102600098,	0.00813007354736,	0.00224590301514,	1546768727.24
1546768727.25,	0.0021550655365,	0.00371885299683,	0.00781106948853,	0.00243210792542,	1546768727.27
1546768727.27,	0.00375604629517,	0.00382208824158,	0.00682497024536,	0.00306797027588,	1546768727.29
1546768727.3,	0.00234007835388,	0.00227689743042,	0.00629997253418,	0.0048611164093,	1546768727.32
1546768727.32,	0.00232100486755,	0.00520515441895,	0.00682783126831,	0.0023820400238,	1546768727.34
1546768727.35,	0.00185608863831,	0.00218510627747,	0.00944089889526,	0.00309610366821,	1546768727.37
1546768727.38,	0.00181889533997,	0.00650811195374,	0.00787091255188,	0.00439810752869,	1546768727.4
1546768727.41,	0.00248694419861,	0.00227904319763,	0.0123269557953,	0.0026330947876,	1546768727.43
1546768727.44,	0.0028088092804,	0.00681400299072,	0.0094621181488,	0.00250101089478,	1546768727.46
1546768727.47,	0.00195503234863,	0.00312495231628,	0.00917601585388,	0.00277900695801,	1546768727.49
1546768727.49,	0.00215792655945,	0.00571703910828,	0.00836610794067,	0.0040647983551,	1546768727.51
1546768727.52,	0.00188899040222,	0.00535702705383,	0.00704097747803,	0.00253820419312,	1546768727.54
1546768727.55,	0.00212597846985,	0.00198101997375,	0.0100889205933,	0.00264501571655,	1546768727.57
1546768727.58,	0.00320100784302,	0.0020489692688,	0.00600481033325,	0.00212717056274,	1546768727.59
1546768727.6,	0.00332188606262,	0.0036940574646,	0.00706505775452,	0.00490880012512,	1546768727.62
1546768727.63,	0.00319218635559,	0.00363802909851,	0.00759696960449,	0.00503492355347,	1546768727.65
1546768727.66,	0.00224208831787,	0.0021550655365,	0.00998783111572,	0.00283217430115,	1546768727.69
1546768727.7,	0.00529599189758,	0.0039119720459,	0.00905895233154,	0.00405502319336,	1546768727.72
1546768727.73,	0.0019519329071,	0.00268197059631,	0.0079460144043,	0.00237202644348,	1546768727.75
1546768727.75,	0.00310087203979,	0.00215196609497,	0.00626111030579,	0.00420784950256,	1546768727.77
1546768727.78,	0.00220894813538,	0.00208020210266,	0.00966787338257,	0.0032958984375,	1546768727.79
1546768727.8,	0.00306797027588,	0.00212788581848,	0.00618004798889,	0.00241589546204,	1546768727.82
1546768727.83,	0.00187993049622,	0.00201010704041,	0.00996589660645,	0.0028350353241,	1546768727.84
1546768727.85,	0.00340604782104,	0.00252294540405,	0.00653386116028,	0.00492715835571,	1546768727.87
1546768727.88,	0.00342702865601,	0.00224494934082,	0.00744700431824,	0.00291609764099,	1546768727.9
1546768727.91,	0.00330495834351,	0.00999903678894,	0.00882196426392,	0.00338292121887,	1546768727.93
1546768727.94,	0.00192999839783,	0.00252318382263,	0.00833892822266,	0.00219106674194,	1546768727.96
1546768727.96,	0.00356411933899,	0.00204491615295,	0.00821208953857,	0.00243592262268,	1546768727.98
1546768727.99,	0.00191903114319,	0.00213479995728,	0.00819301605225,	0.00410318374634,	1546768728.01
1546768728.01,	0.00214695930481,	0.00283813476562,	0.00857400894165,	0.00214195251465,	1546768728.03
1546768728.04,	0.00190186500549,	0.00206303596497,	0.00993704795837,	0.00279211997986,	1546768728.06
1546768728.07,	0.00196099281311,	0.0043261051178,	0.00543999671936,	0.00301289558411,	1546768728.09
1546768728.1,	0.00423789024353,	0.00658702850342,	0.00767612457275,	0.002366065979,	1546768728.13
1546768728.14,	0.00188183784485,	0.00508403778076,	0.00880408287048,	0.00527191162109,	1546768728.16
1546768728.17,	0.0030210018158,	0.00200295448303,	0.00915813446045,	0.00389385223389,	1546768728.19
1546768728.2,	0.00257992744446,	0.00473690032959,	0.00696420669556,	0.00308394432068,	1546768728.22
1546768728.22,	0.0029730796814,	0.002366065979,	0.00606489181519,	0.00628590583801,	1546768728.24
1546768728.25,	0.00251698493958,	0.00483393669128,	0.007404088974,	0.00422382354736,	1546768728.27
1546768728.28,	0.00215196609497,	0.00471496582031,	0.0114178657532,	0.0041651725769,	1546768728.3
1546768728.31,	0.00254893302917,	0.00202512741089,	0.00540494918823,	0.00527000427246,	1546768728.33
1546768728.33,	0.00224685668945,	0.00244998931885,	0.00898694992065,	0.00197005271912,	1546768728.35
1546768728.36,	0.00220990180969,	0.00201416015625,	0.00500297546387,	0.00383591651917,	1546768728.37
1546768728.38,	0.00206518173218,	0.00284194946289,	0.00868988037109,	0.00214600563049,	1546768728.4
1546768728.4,	0.00218415260315,	0.00836491584778,	0.00967502593994,	0.00644397735596,	1546768728.44
1546768728.44,	0.00283694267273,	0.00215601921082,	0.00565791130066,	0.00452995300293,	1546768728.46
1546768728.47,	0.00192403793335,	0.00344395637512,	0.00970315933228,	0.0023410320282,	1546768728.49
1546768728.49,	0.00231099128723,	0.00199604034424,	0.00601506233215,	0.00641489028931,	1546768728.51
1546768728.52,	0.00335884094238,	0.00603818893433,	0.0059700012207,	0.00229001045227,	1546768728.54
1546768728.54,	0.00213599205017,	0.00363087654114,	0.0130660533905,	0.00282287597656,	1546768728.57
1546768728.58,	0.00251388549805,	0.00217604637146,	0.00874614715576,	0.00318384170532,	1546768728.6
1546768728.6,	0.00200700759888,	0.00463914871216,	0.00761985778809,	0.00217700004578,	1546768728.62
1546768728.63,	0.00191593170166,	0.00200390815735,	0.00524306297302,	0.00684499740601,	1546768728.65
1546768728.65,	0.00335216522217,	0.00916290283203,	0.00537800788879,	0.00444602966309,	1546768728.68
1546768728.69,	0.00224184989929,	0.00199604034424,	0.0093879699707,	0.00311803817749,	1546768728.71
1546768728.72,	0.00226902961731,	0.00199484825134,	0.007493019104,	0.00505805015564,	1546768728.74
1546768728.74,	0.00486612319946,	0.00425696372986,	0.00517797470093,	0.00517702102661,	1546768728.77
1546768728.77,	0.00388288497925,	0.00229501724243,	0.00836300849915,	0.00457406044006,	1546768728.79
1546768728.8,	0.0033700466156,	0.00500106811523,	0.00626802444458,	0.00323390960693,	1546768728.82
1546768728.83,	0.00225305557251,	0.0023820400238,	0.0108499526978,	0.00256490707397,	1546768728.85
1546768728.86,	0.00230884552002,	0.00204610824585,	0.00636291503906,	0.00387597084045,	1546768728.88
1546768728.89,	0.00338888168335,	0.00279211997986,	0.00573801994324,	0.00244307518005,	1546768728.9
1546768728.91,	0.00266814231873,	0.00468993186951,	0.00854206085205,	0.00313782691956,	1546768728.94
1546768728.94,	0.00424385070801,	0.00230002403259,	0.00767993927002,	0.00331711769104,	1546768728.96
1546768728.97,	0.00378203392029,	0.002277135849,	0.00776290893555,	0.00195693969727,	1546768728.99
1546768728.99,	0.00325894355774,	0.00198101997375,	0.00795197486877,	0.00316405296326,	1546768729.01
1546768729.02,	0.00192308425903,	0.00203990936279,	0.0100040435791,	0.00328612327576,	1546768729.04
1546768729.05,	0.00200200080872,	0.00205206871033,	0.00558590888977,	0.00241112709045,	1546768729.07
1546768729.07,	0.00369095802307,	0.00206685066223,	0.00598216056824,	0.00447392463684,	1546768729.09
1546768729.1,	0.00186800956726,	0.00202393531799,	0.00718808174133,	0.00280594825745,	1546768729.11
1546768729.12,	0.00196599960327,	0.00199389457703,	0.0070469379425,	0.00545001029968,	1546768729.14
1546768729.14,	0.00217294692993,	0.00648903846741,	0.00802683830261,	0.00431513786316,	1546768729.17
1546768729.17,	0.00197887420654,	0.00201201438904,	0.00763416290283,	0.00343585014343,	1546768729.19
1546768729.2,	0.00227904319763,	0.00241804122925,	0.00733685493469,	0.00410914421082,	1546768729.22
1546768729.23,	0.00194597244263,	0.0055251121521,	0.0083909034729,	0.00217199325562,	1546768729.25
1546768729.25,	0.00234913825989,	0.00201606750488,	0.00801682472229,	0.00539898872375,	1546768729.27
1546768729.28,	0.00239682197571,	0.00363612174988,	0.00587296485901,	0.00186491012573,	1546768729.29
1546768729.3,	0.00193095207214,	0.00208497047424,	0.00891208648682,	0.00368094444275,	1546768729.32
1546768729.33,	0.00255703926086,	0.0028760433197,	0.00483393669128,	0.00294303894043,	1546768729.34
1546768729.36,	0.00275611877441,	0.00275301933289,	0.00760984420776,	0.00385499000549,	1546768729.37
1546768729.38,	0.00315690040588,	0.00211095809937,	0.00683307647705,	0.00241804122925,	1546768729.4
1546768729.41,	0.0024688243866,	0.0025589466095,	0.00753617286682,	0.00259494781494,	1546768729.43
1546768729.44,	0.00266790390015,	0.00268816947937,	0.00822496414185,	0.00209403038025,	1546768729.46
1546768729.47,	0.00201511383057,	0.00205707550049,	0.00817084312439,	0.00386714935303,	1546768729.49
1546768729.49,	0.00252985954285,	0.00236797332764,	0.0107901096344,	0.00223207473755,	1546768729.51
