start_time,	pre_process,	bird_view,	sliding_windows,	draw_lane,	run_time
1546768781.59,	0.00203609466553,	0.00476002693176,	0.00830292701721,	0.00404500961304,	1546768781.61
1546768781.62,	0.00277900695801,	0.00273990631104,	0.00726318359375,	0.00294899940491,	1546768781.64
1546768781.64,	0.00297904014587,	0.00199198722839,	0.00744485855103,	0.00316500663757,	1546768781.66
1546768781.67,	0.00252199172974,	0.00202894210815,	0.0105040073395,	0.0029411315918,	1546768781.69
1546768781.7,	0.00302815437317,	0.00213289260864,	0.0064640045166,	0.00279116630554,	1546768781.72
1546768781.72,	0.00214195251465,	0.00237393379211,	0.0126090049744,	0.00329208374023,	1546768781.75
1546768781.76,	0.00208592414856,	0.00200605392456,	0.00955104827881,	0.00379800796509,	1546768781.78
1546768781.79,	0.00274705886841,	0.00197196006775,	0.0101420879364,	0.00285410881042,	1546768781.81
1546768781.81,	0.00371098518372,	0.00206184387207,	0.00687313079834,	0.00234293937683,	1546768781.83
1546768781.84,	0.00191187858582,	0.00358915328979,	0.00808191299438,	0.00217795372009,	1546768781.86
1546768781.87,	0.00223898887634,	0.00208806991577,	0.00527811050415,	0.00380682945251,	1546768781.88
1546768781.89,	0.00184011459351,	0.00208806991577,	0.00925278663635,	0.00259304046631,	1546768781.91
1546768781.92,	0.00180101394653,	0.00437498092651,	0.00586414337158,	0.00466990470886,	1546768781.94
1546768781.94,	0.00229811668396,	0.00334692001343,	0.00791192054749,	0.00268721580505,	1546768781.96
1546768781.97,	0.00189781188965,	0.00200819969177,	0.0103588104248,	0.0027060508728,	1546768781.99
1546768782.0,	0.00795412063599,	0.00254201889038,	0.00577688217163,	0.00414204597473,	1546768782.02
1546768782.03,	0.00233888626099,	0.00328493118286,	0.0092031955719,	0.0023558139801,	1546768782.05
1546768782.06,	0.00187182426453,	0.00196003913879,	0.0101821422577,	0.00276398658752,	1546768782.08
1546768782.08,	0.00440716743469,	0.00205898284912,	0.00669288635254,	0.00316905975342,	1546768782.1
1546768782.11,	0.00212502479553,	0.00554704666138,	0.00807499885559,	0.00270390510559,	1546768782.13
1546768782.14,	0.00358414649963,	0.00296092033386,	0.00750708580017,	0.00274181365967,	1546768782.16
1546768782.17,	0.00192904472351,	0.00202298164368,	0.00688004493713,	0.00508999824524,	1546768782.19
1546768782.19,	0.00322198867798,	0.00493311882019,	0.00630378723145,	0.00292420387268,	1546768782.21
1546768782.22,	0.00182819366455,	0.002032995224,	0.0102798938751,	0.00332188606262,	1546768782.24
1546768782.25,	0.00399804115295,	0.00441288948059,	0.00605297088623,	0.00434994697571,	1546768782.27
1546768782.28,	0.00202298164368,	0.00506806373596,	0.00847101211548,	0.00232911109924,	1546768782.3
1546768782.31,	0.00249695777893,	0.00267195701599,	0.00778102874756,	0.00336813926697,	1546768782.33
1546768782.33,	0.00235486030579,	0.00249314308167,	0.00647187232971,	0.002277135849,	1546768782.35
1546768782.36,	0.0018949508667,	0.00199508666992,	0.00747895240784,	0.00423407554626,	1546768782.38
1546768782.38,	0.00437188148499,	0.0026159286499,	0.00830411911011,	0.00295901298523,	1546768782.4
1546768782.41,	0.00323295593262,	0.00871109962463,	0.00441002845764,	0.00415205955505,	1546768782.43
1546768782.44,	0.00185799598694,	0.00207996368408,	0.00581789016724,	0.00623393058777,	1546768782.46
1546768782.47,	0.00191593170166,	0.00259900093079,	0.00850105285645,	0.00275492668152,	1546768782.49
1546768782.5,	0.00667381286621,	0.00255823135376,	0.00767493247986,	0.00512290000916,	1546768782.53
1546768782.53,	0.00265383720398,	0.00202393531799,	0.0120661258698,	0.00447201728821,	1546768782.56
1546768782.58,	0.00246000289917,	0.00307178497314,	0.00665903091431,	0.00416707992554,	1546768782.6
1546768782.61,	0.00713300704956,	0.00245189666748,	0.00759601593018,	0.00553798675537,	1546768782.63
1546768782.64,	0.00213408470154,	0.00410604476929,	0.00724983215332,	0.00470018386841,	1546768782.66
1546768782.67,	0.00236010551453,	0.00214791297913,	0.0081570148468,	0.00378704071045,	1546768782.69
1546768782.7,	0.00249004364014,	0.00205087661743,	0.00482106208801,	0.00318098068237,	1546768782.71
1546768782.73,	0.00188899040222,	0.00212097167969,	0.00588297843933,	0.0043420791626,	1546768782.75
1546768782.76,	0.00400590896606,	0.00208306312561,	0.00734305381775,	0.00547409057617,	1546768782.78
1546768782.79,	0.00231289863586,	0.00198006629944,	0.00479793548584,	0.004723072052,	1546768782.8
1546768782.81,	0.00302600860596,	0.0023250579834,	0.00693607330322,	0.00442695617676,	1546768782.83
1546768782.84,	0.00227117538452,	0.00259590148926,	0.00695896148682,	0.00547409057617,	1546768782.86
1546768782.87,	0.00265383720398,	0.00274515151978,	0.00561785697937,	0.00430202484131,	1546768782.88
1546768782.89,	0.0028281211853,	0.00206995010376,	0.00603294372559,	0.00393295288086,	1546768782.91
1546768782.92,	0.00228691101074,	0.00212407112122,	0.00795793533325,	0.00258803367615,	1546768782.93
1546768782.94,	0.00185012817383,	0.00237393379211,	0.00634288787842,	0.00244212150574,	1546768782.96
1546768782.97,	0.00180292129517,	0.0047619342804,	0.00921297073364,	0.00242900848389,	1546768782.99
1546768783.0,	0.00189185142517,	0.00312399864197,	0.0082540512085,	0.00471997261047,	1546768783.02
1546768783.03,	0.00349903106689,	0.00289607048035,	0.00859498977661,	0.00251889228821,	1546768783.05
1546768783.06,	0.00180101394653,	0.00225782394409,	0.00738215446472,	0.004145860672,	1546768783.08
1546768783.1,	0.00203895568848,	0.00537800788879,	0.00731587409973,	0.0025429725647,	1546768783.12
1546768783.12,	0.00238585472107,	0.00208210945129,	0.0110049247742,	0.00289607048035,	1546768783.14
1546768783.15,	0.00272011756897,	0.00394487380981,	0.0045280456543,	0.00414490699768,	1546768783.17
1546768783.18,	0.00249195098877,	0.00246405601501,	0.0066499710083,	0.00325798988342,	1546768783.2
1546768783.2,	0.00433015823364,	0.00204086303711,	0.00767397880554,	0.00400114059448,	1546768783.22
1546768783.23,	0.00350689888,	0.00209712982178,	0.00690484046936,	0.00425815582275,	1546768783.25
1546768783.27,	0.00220203399658,	0.00351285934448,	0.00922703742981,	0.00216794013977,	1546768783.29
1546768783.3,	0.00202393531799,	0.00215005874634,	0.00795292854309,	0.00282406806946,	1546768783.32
1546768783.33,	0.00321817398071,	0.00279998779297,	0.00739192962646,	0.00332403182983,	1546768783.35
1546768783.36,	0.00191783905029,	0.00201511383057,	0.00818705558777,	0.00441098213196,	1546768783.38
1546768783.38,	0.00439190864563,	0.00216007232666,	0.00552201271057,	0.00386905670166,	1546768783.4
1546768783.41,	0.00275492668152,	0.00525498390198,	0.00599718093872,	0.00280785560608,	1546768783.43
1546768783.44,	0.00208783149719,	0.00356316566467,	0.00520992279053,	0.00407695770264,	1546768783.45
1546768783.46,	0.00239396095276,	0.00473093986511,	0.00798296928406,	0.00275301933289,	1546768783.48
1546768783.49,	0.00309300422668,	0.00285601615906,	0.00586009025574,	0.00364398956299,	1546768783.5
1546768783.51,	0.00366497039795,	0.00368094444275,	0.00763010978699,	0.00277090072632,	1546768783.54
1546768783.54,	0.00245189666748,	0.00444006919861,	0.00676488876343,	0.00236320495605,	1546768783.56
1546768783.57,	0.00285196304321,	0.0023729801178,	0.00681209564209,	0.00305795669556,	1546768783.59
1546768783.6,	0.00355696678162,	0.00202393531799,	0.0076642036438,	0.00217080116272,	1546768783.62
1546768783.62,	0.00209307670593,	0.00198101997375,	0.00716304779053,	0.00394201278687,	1546768783.64
1546768783.64,	0.00208497047424,	0.00251197814941,	0.00806498527527,	0.00239586830139,	1546768783.66
1546768783.67,	0.00203704833984,	0.0036609172821,	0.00778889656067,	0.00408101081848,	1546768783.69
1546768783.71,	0.00252914428711,	0.00259780883789,	0.00779819488525,	0.00234985351562,	1546768783.72
1546768783.73,	0.00267195701599,	0.00273704528809,	0.00862097740173,	0.00246715545654,	1546768783.75
1546768783.76,	0.00220990180969,	0.00204396247864,	0.00857496261597,	0.00361108779907,	1546768783.78
1546768783.8,	0.00277495384216,	0.00261783599854,	0.00657105445862,	0.00329899787903,	1546768783.82
1546768783.83,	0.00334095954895,	0.00202703475952,	0.0059700012207,	0.00300693511963,	1546768783.85
1546768783.86,	0.00292110443115,	0.00217294692993,	0.00485587120056,	0.00453901290894,	1546768783.88
1546768783.89,	0.00307512283325,	0.00204491615295,	0.00706195831299,	0.00258708000183,	1546768783.9
1546768783.91,	0.0025999546051,	0.00226187705994,	0.00787115097046,	0.00313401222229,	1546768783.93
1546768783.94,	0.00213384628296,	0.00251722335815,	0.00964188575745,	0.00248908996582,	1546768783.96
1546768783.97,	0.0034019947052,	0.00287199020386,	0.00476813316345,	0.00372195243835,	1546768783.98
1546768784.0,	0.00378799438477,	0.0021710395813,	0.00957894325256,	0.00293111801147,	1546768784.02
1546768784.03,	0.003093957901,	0.00236892700195,	0.00998210906982,	0.00407886505127,	1546768784.05
1546768784.07,	0.00265192985535,	0.00453615188599,	0.00752592086792,	0.00432109832764,	1546768784.09
1546768784.1,	0.00847005844116,	0.00918102264404,	0.00861501693726,	0.00521492958069,	1546768784.13
1546768784.14,	0.0022668838501,	0.00499510765076,	0.0083909034729,	0.00310802459717,	1546768784.16
1546768784.18,	0.00227808952332,	0.00524997711182,	0.008957862854,	0.00262212753296,	1546768784.2
1546768784.21,	0.00327301025391,	0.00265288352966,	0.00945997238159,	0.00409913063049,	1546768784.23
1546768784.24,	0.00213408470154,	0.0056459903717,	0.0131618976593,	0.00257706642151,	1546768784.27
1546768784.28,	0.0103740692139,	0.005539894104,	0.0110039710999,	0.00273108482361,	1546768784.31
1546768784.33,	0.00481605529785,	0.00571894645691,	0.00944304466248,	0.00712203979492,	1546768784.37
1546768784.37,	0.00245499610901,	0.00692200660706,	0.00839996337891,	0.00452399253845,	1546768784.4
1546768784.41,	0.0033061504364,	0.00345182418823,	0.0100891590118,	0.00430583953857,	1546768784.43
1546768784.45,	0.00456118583679,	0.00476479530334,	0.0137691497803,	0.00576996803284,	1546768784.48
1546768784.5,	0.00276494026184,	0.00221610069275,	0.0166869163513,	0.00363993644714,	1546768784.53
1546768784.54,	0.00641417503357,	0.00325703620911,	0.0113718509674,	0.0042929649353,	1546768784.57
1546768784.58,	0.00238585472107,	0.00327205657959,	0.00812101364136,	0.00333094596863,	1546768784.6
1546768784.61,	0.00403714179993,	0.00207686424255,	0.0076150894165,	0.00538992881775,	1546768784.63
1546768784.64,	0.00302290916443,	0.00410008430481,	0.00691390037537,	0.0025110244751,	1546768784.66
1546768784.67,	0.00195407867432,	0.00442695617676,	0.00997090339661,	0.00238108634949,	1546768784.69
1546768784.7,	0.00206899642944,	0.00201916694641,	0.00486588478088,	0.00453209877014,	1546768784.72
1546768784.72,	0.00678110122681,	0.00400900840759,	0.00596785545349,	0.00337314605713,	1546768784.75
1546768784.76,	0.00224304199219,	0.00471496582031,	0.00864291191101,	0.00322103500366,	1546768784.78
1546768784.79,	0.00228500366211,	0.0038480758667,	0.00847887992859,	0.00325202941895,	1546768784.81
1546768784.82,	0.00218105316162,	0.00279593467712,	0.00594806671143,	0.00574994087219,	1546768784.84
1546768784.84,	0.00305199623108,	0.00216102600098,	0.00747919082642,	0.00396394729614,	1546768784.86
1546768784.87,	0.00186514854431,	0.00283288955688,	0.00787997245789,	0.00437116622925,	1546768784.89
1546768784.9,	0.00198793411255,	0.00199913978577,	0.00908803939819,	0.00258994102478,	1546768784.91
1546768784.93,	0.0021641254425,	0.00198698043823,	0.00739288330078,	0.00403213500977,	1546768784.94
1546768784.95,	0.00420808792114,	0.00625395774841,	0.00685691833496,	0.00395894050598,	1546768784.97
1546768784.98,	0.0024778842926,	0.00392699241638,	0.00973701477051,	0.00392198562622,	1546768785.0
1546768785.01,	0.00182199478149,	0.00200200080872,	0.0112969875336,	0.0025200843811,	1546768785.03
1546768785.07,	0.00238299369812,	0.00212502479553,	0.00580501556396,	0.00399708747864,	1546768785.09
1546768785.1,	0.00201296806335,	0.00196695327759,	0.0075089931488,	0.00457310676575,	1546768785.12
1546768785.13,	0.00196695327759,	0.0054988861084,	0.00638604164124,	0.00343799591064,	1546768785.15
1546768785.16,	0.00192904472351,	0.00200891494751,	0.00748491287231,	0.00384616851807,	1546768785.17
1546768785.18,	0.00265312194824,	0.00235295295715,	0.00573205947876,	0.00374794006348,	1546768785.2
1546768785.21,	0.0019588470459,	0.00312209129333,	0.00686001777649,	0.00333404541016,	1546768785.22
1546768785.23,	0.00310802459717,	0.00200796127319,	0.00616002082825,	0.00483012199402,	1546768785.25
1546768785.27,	0.00366592407227,	0.00202703475952,	0.00864791870117,	0.00542712211609,	1546768785.29
1546768785.3,	0.00221300125122,	0.00267100334167,	0.00786399841309,	0.00335502624512,	1546768785.32
1546768785.33,	0.00283694267273,	0.00241208076477,	0.00776696205139,	0.00276803970337,	1546768785.35
1546768785.35,	0.00314998626709,	0.00218415260315,	0.00554800033569,	0.00428795814514,	1546768785.37
1546768785.38,	0.00216007232666,	0.00219082832336,	0.0113971233368,	0.00207090377808,	1546768785.4
1546768785.41,	0.00256013870239,	0.00204491615295,	0.00647711753845,	0.00508093833923,	1546768785.43
1546768785.43,	0.00322508811951,	0.00239181518555,	0.00746011734009,	0.00240302085876,	1546768785.45
1546768785.46,	0.00318908691406,	0.00213098526001,	0.00942087173462,	0.00448513031006,	1546768785.48
1546768785.49,	0.00311779975891,	0.0025360584259,	0.00959205627441,	0.00507593154907,	1546768785.51
1546768785.52,	0.00232291221619,	0.00210809707642,	0.0141849517822,	0.00320196151733,	1546768785.54
1546768785.55,	0.00201892852783,	0.00570893287659,	0.00635004043579,	0.00466394424438,	1546768785.57
1546768785.59,	0.00226497650146,	0.00471901893616,	0.00671315193176,	0.00610899925232,	1546768785.61
1546768785.62,	0.0017991065979,	0.00336503982544,	0.00878000259399,	0.00216388702393,	1546768785.63
1546768785.64,	0.00197005271912,	0.00197196006775,	0.00723195075989,	0.00434017181396,	1546768785.66
1546768785.67,	0.00234794616699,	0.0022509098053,	0.00991106033325,	0.00211691856384,	1546768785.68
1546768785.69,	0.00315499305725,	0.00218200683594,	0.00610303878784,	0.00312495231628,	1546768785.71
1546768785.72,	0.00192403793335,	0.00479793548584,	0.00799608230591,	0.00208783149719,	1546768785.73
1546768785.75,	0.00298810005188,	0.00388884544373,	0.00812816619873,	0.00415587425232,	1546768785.77
1546768785.78,	0.00215601921082,	0.00282716751099,	0.00982904434204,	0.00390481948853,	1546768785.8
1546768785.81,	0.00276708602905,	0.00204706192017,	0.00586986541748,	0.00655603408813,	1546768785.83
1546768785.84,	0.00204014778137,	0.00202989578247,	0.00695705413818,	0.00352787971497,	1546768785.86
1546768785.87,	0.00200510025024,	0.00198197364807,	0.00732088088989,	0.00395703315735,	1546768785.89
1546768785.89,	0.00300002098083,	0.00354290008545,	0.00929522514343,	0.00426697731018,	1546768785.91
1546768785.92,	0.00207901000977,	0.00270915031433,	0.00845289230347,	0.00386595726013,	1546768785.94
1546768785.95,	0.00193405151367,	0.00213193893433,	0.00812101364136,	0.00429606437683,	1546768785.97
1546768785.98,	0.00299715995789,	0.00261497497559,	0.00737190246582,	0.00450110435486,	1546768786.0
1546768786.01,	0.00326204299927,	0.00272107124329,	0.00987482070923,	0.00575017929077,	1546768786.03
1546768786.04,	0.00287103652954,	0.00206303596497,	0.00518393516541,	0.00459408760071,	1546768786.06
1546768786.07,	0.00287914276123,	0.00275182723999,	0.0092601776123,	0.00220680236816,	1546768786.09
1546768786.1,	0.00260710716248,	0.00221109390259,	0.00824785232544,	0.00251698493958,	1546768786.12
1546768786.12,	0.00188994407654,	0.00207185745239,	0.0101490020752,	0.00349402427673,	1546768786.14
1546768786.15,	0.00223398208618,	0.00233101844788,	0.00661206245422,	0.00416803359985,	1546768786.17
1546768786.18,	0.00207996368408,	0.00388288497925,	0.00986409187317,	0.00197601318359,	1546768786.2
1546768786.21,	0.00185608863831,	0.00201392173767,	0.00853705406189,	0.00346708297729,	1546768786.22
1546768786.23,	0.0033221244812,	0.00515103340149,	0.00634694099426,	0.00350499153137,	1546768786.25
1546768786.26,	0.00371408462524,	0.00397205352783,	0.00843906402588,	0.00416398048401,	1546768786.29
1546768786.29,	0.00175213813782,	0.0021538734436,	0.0108971595764,	0.0028657913208,	1546768786.31
1546768786.32,	0.00274991989136,	0.00254893302917,	0.00588607788086,	0.00456595420837,	1546768786.34
1546768786.34,	0.00557899475098,	0.0054931640625,	0.0054349899292,	0.00273990631104,	1546768786.37
1546768786.37,	0.00194001197815,	0.00286412239075,	0.00884485244751,	0.0032651424408,	1546768786.39
1546768786.4,	0.0021858215332,	0.0025691986084,	0.00716280937195,	0.00332808494568,	1546768786.42
1546768786.43,	0.00239086151123,	0.00427913665771,	0.00725388526917,	0.00425910949707,	1546768786.45
1546768786.46,	0.00282406806946,	0.0021550655365,	0.00871896743774,	0.00390005111694,	1546768786.48
1546768786.48,	0.00201392173767,	0.00202393531799,	0.013649225235,	0.00274777412415,	1546768786.51
1546768786.52,	0.0020580291748,	0.0020489692688,	0.00723600387573,	0.00435996055603,	1546768786.53
1546768786.55,	0.00205397605896,	0.00207304954529,	0.00803184509277,	0.00401902198792,	1546768786.56
1546768786.58,	0.00242900848389,	0.00204300880432,	0.00746083259583,	0.00264310836792,	1546768786.59
1546768786.6,	0.0024778842926,	0.00471210479736,	0.00982093811035,	0.00437307357788,	1546768786.63
1546768786.63,	0.0044960975647,	0.00447607040405,	0.00531482696533,	0.00455713272095,	1546768786.65
1546768786.66,	0.00213217735291,	0.0025098323822,	0.00981903076172,	0.00285506248474,	1546768786.68
1546768786.69,	0.00301098823547,	0.00201416015625,	0.00626087188721,	0.00253105163574,	1546768786.7
1546768786.71,	0.0019998550415,	0.00458908081055,	0.00800490379333,	0.00367307662964,	1546768786.73
1546768786.74,	0.00289511680603,	0.00318098068237,	0.00887203216553,	0.00342583656311,	1546768786.76
1546768786.77,	0.00370407104492,	0.00288486480713,	0.00895714759827,	0.00795292854309,	1546768786.79
1546768786.8,	0.00314497947693,	0.0020158290863,	0.00546407699585,	0.00403594970703,	1546768786.82
1546768786.83,	0.00189709663391,	0.00365281105042,	0.015251159668,	0.0040168762207,	1546768786.85
1546768786.86,	0.00201106071472,	0.00309896469116,	0.00963592529297,	0.00196003913879,	1546768786.88
1546768786.89,	0.0020010471344,	0.00276398658752,	0.00690507888794,	0.00296092033386,	1546768786.91
1546768786.91,	0.00187206268311,	0.00632309913635,	0.00841188430786,	0.00252413749695,	1546768786.93
1546768786.94,	0.00299715995789,	0.00207996368408,	0.00818705558777,	0.00410079956055,	1546768786.96
1546768786.97,	0.00202703475952,	0.00213599205017,	0.00667715072632,	0.00497388839722,	1546768786.99
1546768787.01,	0.00176405906677,	0.00478792190552,	0.00898218154907,	0.00422191619873,	1546768787.03
1546768787.04,	0.0037739276886,	0.00207686424255,	0.00525212287903,	0.00234198570251,	1546768787.05
1546768787.06,	0.00286197662354,	0.00201416015625,	0.00934791564941,	0.00201892852783,	1546768787.08
1546768787.09,	0.00200796127319,	0.00452399253845,	0.00654792785645,	0.0028190612793,	1546768787.11
1546768787.12,	0.00185418128967,	0.00398683547974,	0.00956201553345,	0.00271415710449,	1546768787.14
1546768787.14,	0.00182604789734,	0.00202488899231,	0.00828909873962,	0.0036678314209,	1546768787.16
1546768787.17,	0.00242710113525,	0.00278091430664,	0.00842618942261,	0.00258684158325,	1546768787.18
1546768787.19,	0.00189304351807,	0.00237107276917,	0.00950980186462,	0.00219821929932,	1546768787.21
1546768787.22,	0.00345993041992,	0.0037739276886,	0.00589609146118,	0.00402402877808,	1546768787.24
1546768787.25,	0.00240397453308,	0.00695490837097,	0.00772094726562,	0.00296902656555,	1546768787.27
1546768787.28,	0.00215601921082,	0.00233101844788,	0.0125470161438,	0.00216102600098,	1546768787.3
1546768787.3,	0.00197196006775,	0.00213408470154,	0.00586295127869,	0.00337100028992,	1546768787.32
1546768787.33,	0.00314807891846,	0.00226593017578,	0.00742602348328,	0.00289988517761,	1546768787.35
1546768787.36,	0.00223898887634,	0.0023980140686,	0.00544691085815,	0.0027859210968,	1546768787.37
1546768787.38,	0.00208020210266,	0.00422191619873,	0.00899696350098,	0.00265693664551,	1546768787.4
1546768787.41,	0.00245594978333,	0.003986120224,	0.00831198692322,	0.00320601463318,	1546768787.43
1546768787.44,	0.00254201889038,	0.00453686714172,	0.00768399238586,	0.00337314605713,	1546768787.46
1546768787.47,	0.00324201583862,	0.00294303894043,	0.00442481040955,	0.00378513336182,	1546768787.48
1546768787.49,	0.002032995224,	0.00206613540649,	0.00797080993652,	0.00483107566833,	1546768787.51
1546768787.52,	0.0048930644989,	0.00213003158569,	0.00715804100037,	0.0033118724823,	1546768787.54
1546768787.56,	0.00209307670593,	0.00208282470703,	0.00967812538147,	0.00332283973694,	1546768787.58
1546768787.59,	0.00319695472717,	0.00686502456665,	0.0075671672821,	0.00267791748047,	1546768787.61
1546768787.62,	0.00217199325562,	0.00208520889282,	0.00693082809448,	0.00330400466919,	1546768787.64
1546768787.64,	0.00220704078674,	0.00291299819946,	0.00884985923767,	0.00302815437317,	1546768787.66
1546768787.68,	0.00235605239868,	0.00336098670959,	0.00721096992493,	0.00447511672974,	1546768787.7
1546768787.71,	0.00177693367004,	0.00304698944092,	0.00782299041748,	0.00428199768066,	1546768787.72
1546768787.73,	0.00417995452881,	0.00196003913879,	0.00841212272644,	0.00373792648315,	1546768787.75
1546768787.76,	0.00289297103882,	0.00586295127869,	0.007896900177,	0.00467705726624,	1546768787.79
1546768787.79,	0.00350093841553,	0.00202703475952,	0.00713610649109,	0.00266695022583,	1546768787.81
1546768787.82,	0.0034339427948,	0.00234389305115,	0.00795006752014,	0.00265312194824,	1546768787.84
1546768787.85,	0.00241279602051,	0.00212216377258,	0.00762104988098,	0.00495481491089,	1546768787.87
1546768787.87,	0.00248098373413,	0.00207996368408,	0.00632309913635,	0.00278782844543,	1546768787.89
1546768787.9,	0.0019998550415,	0.00348114967346,	0.00927305221558,	0.00206279754639,	1546768787.92
1546768787.93,	0.00190114974976,	0.00197100639343,	0.0068039894104,	0.0042929649353,	1546768787.95
1546768787.95,	0.00191807746887,	0.00605392456055,	0.00635313987732,	0.00307488441467,	1546768787.97
1546768787.98,	0.00181102752686,	0.00321888923645,	0.00866913795471,	0.00315403938293,	1546768788.0
1546768788.01,	0.004390001297,	0.0024139881134,	0.0130589008331,	0.00370311737061,	1546768788.03
1546768788.05,	0.00304698944092,	0.00275111198425,	0.00459098815918,	0.00231289863586,	1546768788.06
1546768788.07,	0.001797914505,	0.00351500511169,	0.0105381011963,	0.00270795822144,	1546768788.09
1546768788.1,	0.00181603431702,	0.00219297409058,	0.00967502593994,	0.00282096862793,	1546768788.12
1546768788.13,	0.00228595733643,	0.00212001800537,	0.00671315193176,	0.00462293624878,	1546768788.15
1546768788.16,	0.0032970905304,	0.00644397735596,	0.00794100761414,	0.00206589698792,	1546768788.18
1546768788.19,	0.00183296203613,	0.00401401519775,	0.00677013397217,	0.00453591346741,	1546768788.21
1546768788.22,	0.00209093093872,	0.00216507911682,	0.00625896453857,	0.00555801391602,	1546768788.24
1546768788.24,	0.00184392929077,	0.00676918029785,	0.00725889205933,	0.00366592407227,	1546768788.27
1546768788.28,	0.00494313240051,	0.00308680534363,	0.00890207290649,	0.00277996063232,	1546768788.31
1546768788.31,	0.00350785255432,	0.00493407249451,	0.00541996955872,	0.00336694717407,	1546768788.33
1546768788.34,	0.00182580947876,	0.00223398208618,	0.00811219215393,	0.00370097160339,	1546768788.36
1546768788.37,	0.00294399261475,	0.002357006073,	0.00541591644287,	0.00265502929688,	1546768788.38
1546768788.39,	0.00209903717041,	0.00632309913635,	0.00964879989624,	0.00197315216064,	1546768788.41
1546768788.42,	0.0017991065979,	0.0021538734436,	0.0090320110321,	0.00366711616516,	1546768788.44
1546768788.45,	0.0020740032196,	0.00204300880432,	0.00638198852539,	0.0048189163208,	1546768788.47
1546768788.48,	0.00380897521973,	0.00503611564636,	0.00538897514343,	0.00423192977905,	1546768788.5
1546768788.51,	0.00248908996582,	0.00518107414246,	0.0125780105591,	0.00282001495361,	1546768788.54
1546768788.55,	0.00197196006775,	0.00218105316162,	0.00953388214111,	0.00292420387268,	1546768788.57
1546768788.58,	0.0021870136261,	0.00211095809937,	0.00641107559204,	0.00453281402588,	1546768788.59
1546768788.6,	0.00504803657532,	0.00202608108521,	0.00567603111267,	0.00319504737854,	1546768788.62
1546768788.63,	0.00193309783936,	0.00272607803345,	0.00811290740967,	0.00228500366211,	1546768788.65
1546768788.65,	0.0020010471344,	0.00349903106689,	0.00503897666931,	0.00243210792542,	1546768788.67
1546768788.68,	0.00187802314758,	0.00196290016174,	0.00981020927429,	0.00250291824341,	1546768788.7
1546768788.7,	0.00425004959106,	0.0048840045929,	0.00625395774841,	0.00322008132935,	1546768788.73
1546768788.73,	0.00279188156128,	0.00226712226868,	0.0115149021149,	0.00301909446716,	1546768788.75
1546768788.77,	0.00325894355774,	0.00574898719788,	0.00828099250793,	0.0030460357666,	1546768788.8
1546768788.8,	0.00205993652344,	0.00628900527954,	0.00652599334717,	0.00454998016357,	1546768788.83
1546768788.83,	0.00218915939331,	0.00303602218628,	0.0090708732605,	0.00314807891846,	1546768788.85
1546768788.86,	0.00205492973328,	0.00231409072876,	0.00758409500122,	0.00432085990906,	1546768788.88
1546768788.89,	0.00214505195618,	0.00449013710022,	0.0075569152832,	0.00285506248474,	1546768788.91
1546768788.92,	0.00204491615295,	0.00379204750061,	0.00847792625427,	0.0022120475769,	1546768788.94
1546768788.95,	0.00185608863831,	0.0024938583374,	0.00828504562378,	0.00463891029358,	1546768788.97
1546768788.97,	0.00244402885437,	0.00290989875793,	0.00812602043152,	0.00341391563416,	1546768788.99
1546768789.01,	0.00269913673401,	0.00207805633545,	0.00583100318909,	0.00388789176941,	1546768789.03
1546768789.03,	0.00233292579651,	0.00224018096924,	0.00878381729126,	0.00375199317932,	1546768789.05
1546768789.06,	0.00197100639343,	0.00197696685791,	0.00897312164307,	0.00237798690796,	1546768789.07
1546768789.08,	0.00194001197815,	0.00202393531799,	0.0110170841217,	0.00207710266113,	1546768789.1
1546768789.11,	0.00386619567871,	0.00370788574219,	0.00791311264038,	0.00430989265442,	1546768789.13
1546768789.14,	0.0019907951355,	0.00865912437439,	0.00717496871948,	0.00321102142334,	1546768789.17
1546768789.17,	0.00526118278503,	0.0025999546051,	0.00788307189941,	0.002849817276,	1546768789.2
1546768789.2,	0.00179195404053,	0.00203418731689,	0.00849795341492,	0.00448608398438,	1546768789.22
1546768789.23,	0.00222706794739,	0.00274014472961,	0.00495886802673,	0.00191807746887,	1546768789.24
1546768789.25,	0.00207710266113,	0.00637602806091,	0.00929307937622,	0.00365877151489,	1546768789.28
1546768789.29,	0.00299906730652,	0.00315308570862,	0.00792694091797,	0.00265884399414,	1546768789.31
1546768789.32,	0.00178599357605,	0.00220489501953,	0.00951409339905,	0.00305008888245,	1546768789.34
1546768789.35,	0.00221109390259,	0.00376200675964,	0.00612187385559,	0.0028920173645,	1546768789.36
1546768789.37,	0.00184488296509,	0.00211310386658,	0.00782704353333,	0.00343489646912,	1546768789.39
1546768789.4,	0.00327801704407,	0.00425481796265,	0.00510811805725,	0.00446200370789,	1546768789.42
1546768789.42,	0.00255703926086,	0.00523996353149,	0.00683689117432,	0.00223398208618,	1546768789.44
1546768789.45,	0.00202608108521,	0.00200510025024,	0.00728392601013,	0.00392508506775,	1546768789.47
1546768789.48,	0.00262403488159,	0.00297904014587,	0.00692391395569,	0.00215101242065,	1546768789.5
1546768789.5,	0.00188493728638,	0.00399494171143,	0.00832605361938,	0.00213098526001,	1546768789.52
1546768789.53,	0.00391411781311,	0.00211691856384,	0.00575709342957,	0.00226998329163,	1546768789.55
